Month,DayOfWeek,UniqueCarrier,AirTime,Dest,IsDepDelay,IsArrDelay,DepHourLocal,OriginAirTemp,OriginAirPressure,OriginWindSpeed,OriginSkyCoverage,OriginPrecip1,DestAirTemp,DestAirPressure,DestWindSpeed,DestSkyCoverage,DestPrecip1
2,4,AA,,RST,False,False,9,-133,231,62.0,3.0,0.0,-189,199,72.0,0.0,0.0
9,3,MQ,74.0,LIT,False,False,21,300,189,21.0,7.0,0.0,300,204,36.0,0.0,0.0
4,4,UA,236.0,SMF,False,False,20,83,109,52.0,8.0,0.0,270,112,21.0,0.0,
9,5,AA,,ROC,False,False,20,178,275,46.0,8.0,0.0,183,268,26.0,2.0,0.0
7,3,AA,,ATL,False,False,7,239,206,41.0,6.0,0.0,244,247,41.0,8.0,0.0
6,4,AA,,SEA,False,True,9,228,167,31.0,8.0,0.0,189,151,57.0,6.0,0.0
1,2,UA,146.0,SAT,True,True,20,-133,293,88.0,0.0,0.0,33,341,52.0,8.0,0.0
8,2,UA,,LGA,False,True,18,350,150,21.0,2.0,0.0,294,112,77.0,1.0,0.0
10,5,AA,53.0,DTW,True,True,14,139,307,31.0,2.0,0.0,144,311,21.0,0.0,0.0
10,5,UA,230.0,SAN,True,True,19,144,273,26.0,0.0,0.0,211,171,46.0,2.0,0.0
6,7,UA,35.0,MBS,False,False,13,156,189,41.0,8.0,0.0,194,204,31.0,7.0,
4,2,UA,70.0,OMA,True,True,9,106,64,31.0,8.0,0.0,39,186,139.0,8.0,0.0
12,3,AA,112.0,DFW,True,False,20,61,7,77.0,4.0,0.0,206,123,36.0,7.0,0.0
10,7,UA,132.0,IAH,False,False,12,228,202,72.0,4.0,0.0,261,135,41.0,7.0,0.0
3,4,AA,78.0,DCA,False,False,0,-17,178,57.0,2.0,0.0,39,9905,72.0,8.0,18.0
8,4,AA,151.0,TPA,False,True,7,178,141,26.0,8.0,33.0,267,152,31.0,8.0,33.0
6,7,UA,43.0,CMH,False,False,11,244,122,46.0,7.0,0.0,233,148,36.0,4.0,0.0
4,5,US,77.0,CLT,False,False,12,267,35,31.0,6.0,0.0,306,98,56.0,2.0,0.0
5,7,AA,,DAY,False,False,10,56,255,82.0,8.0,0.0,122,189,77.0,8.0,0.0
12,5,AA,,SAT,False,False,19,-22,237,36.0,0.0,0.0,189,195,26.0,7.0,0.0
6,2,AA,253.0,SJU,False,False,10,294,176,26.0,4.0,0.0,306,170,67.0,0.0,
3,3,AA,,SDF,False,False,10,50,170,41.0,1.0,0.0,67,195,26.0,8.0,8.0
10,7,AA,157.0,SAT,False,True,15,122,165,62.0,7.0,0.0,167,162,46.0,8.0,5.0
10,7,US,,PHL,True,True,14,222,178,67.0,6.0,0.0,194,251,21.0,6.0,0.0
9,7,UA,,GEG,False,False,10,100,192,88.0,6.0,0.0,233,184,15.0,0.0,0.0
8,5,UA,86.0,DCA,True,True,11,250,162,52.0,8.0,0.0,283,231,36.0,8.0,0.0
3,6,NW,66.0,MSP,False,False,14,94,158,77.0,7.0,0.0,61,141,98.0,7.0,0.0
8,1,UA,44.0,CID,True,True,12,289,74,21.0,8.0,0.0,230,74,62.0,2.0,20.0
4,2,AA,94.0,LGA,False,False,16,72,194,71.0,7.0,0.0,183,47,15.0,8.0,0.0
8,3,AA,107.0,DFW,False,False,6,217,168,0.0,2.0,0.0,272,127,31.0,7.0,0.0
5,5,AA,,BOS,False,True,14,250,170,62.0,8.0,0.0,117,222,67.0,8.0,0.0
6,7,AA,,SLC,False,False,9,200,163,36.0,2.0,0.0,194,113,62.0,8.0,0.0
12,3,US,57.0,PIT,False,False,10,-22,296,46.0,2.0,0.0,-39,345,46.0,8.0,0.0
12,1,MQ,51.0,DSM,True,True,15,156,18,72.0,8.0,0.0,78,108,72.0,4.0,0.0
5,3,AA,233.0,LAX,False,False,11,139,69,57.0,4.0,0.0,211,65,88.0,0.0,0.0
9,4,MQ,32.0,DBQ,False,False,12,217,174,41.0,6.0,0.0,211,177,36.0,2.0,0.0
3,4,OO,29.0,IND,False,False,7,-72,233,21.0,0.0,0.0,-50,238,26.0,0.0,0.0
10,7,HP,214.0,LAS,False,False,8,56,221,46.0,0.0,0.0,217,107,0.0,,0.0
10,3,AA,76.0,DCA,False,False,18,244,200,41.0,0.0,0.0,211,224,41.0,1.0,0.0
3,1,UA,63.0,TYS,False,False,15,256,6,67.0,4.0,0.0,278,118,77.0,2.0,0.0
7,1,UA,226.0,SAN,True,True,20,300,103,41.0,7.0,0.0,200,119,52.0,4.0,0.0
6,3,AA,156.0,MIA,False,False,9,256,30,36.0,8.0,0.0,317,142,62.0,6.0,0.0
11,2,AA,,SEA,True,True,18,156,30,77.0,8.0,81.0,72,227,52.0,4.0,0.0
12,5,UA,196.0,LAS,True,True,20,67,58,108.0,8.0,0.0,94,187,15.0,4.0,0.0
7,5,UA,,LGA,False,False,20,289,121,67.0,6.0,0.0,306,98,62.0,1.0,0.0
6,5,UA,78.0,ATL,False,False,20,294,83,46.0,,0.0,328,104,41.0,2.0,0.0
2,4,AA,139.0,DFW,True,True,22,-11,181,31.0,8.0,0.0,194,109,46.0,8.0,0.0
12,6,UA,,SDF,False,False,6,44,177,77.0,8.0,0.0,39,271,46.0,5.0,0.0
1,6,AA,184.0,PHX,True,True,19,6,279,57.0,8.0,0.0,194,167,21.0,4.0,0.0
4,7,MQ,83.0,IAD,False,True,13,61,209,41.0,7.0,0.0,78,40,108.0,7.0,0.0
10,7,OO,105.0,HPN,False,False,7,150,267,0.0,7.0,0.0,167,343,15.0,0.0,0.0
1,7,UA,256.0,PDX,False,False,12,-117,408,41.0,2.0,0.0,6,297,36.0,8.0,0.0
8,6,AA,230.0,PDX,False,False,19,244,170,46.0,4.0,0.0,289,138,26.0,0.0,0.0
8,5,AA,86.0,ATL,False,False,9,244,220,26.0,0.0,0.0,256,223,52.0,7.0,0.0
5,1,UA,83.0,PHL,False,False,11,194,49,57.0,7.0,0.0,172,21,31.0,7.0,0.0
11,4,UA,91.0,PHL,False,False,10,33,136,31.0,8.0,0.0,122,183,57.0,,0.0
7,1,AA,135.0,TPA,False,False,12,317,120,36.0,6.0,0.0,233,209,57.0,8.0,0.0
10,3,UA,149.0,MIA,False,False,13,261,189,52.0,0.0,0.0,294,129,46.0,4.0,0.0
5,7,NW,,MSP,False,False,9,239,80,93.0,8.0,0.0,194,9970,72.0,8.0,0.0
3,6,AA,47.0,STL,False,False,8,-11,317,46.0,2.0,0.0,44,309,51.0,7.0,0.0
9,7,AA,,SFO,False,False,15,233,243,52.0,6.0,0.0,217,132,98.0,0.0,0.0
12,5,AA,,SNA,False,False,11,-33,173,46.0,0.0,0.0,139,9999,51.0,0.0,
10,6,MQ,80.0,IAD,True,True,11,83,60,103.0,4.0,0.0,144,9948,108.0,4.0,0.0
8,6,DL,54.0,CVG,False,False,16,239,188,15.0,7.0,0.0,272,165,26.0,4.0,0.0
7,3,UA,231.0,SEA,False,False,10,283,77,77.0,7.0,0.0,228,125,31.0,7.0,0.0
6,6,MQ,26.0,DBQ,False,False,12,261,85,72.0,6.0,0.0,217,88,36.0,2.0,0.0
5,2,UA,,MSY,False,False,8,278,219,52.0,4.0,0.0,283,173,41.0,0.0,0.0
8,1,AA,,MEM,False,False,18,278,142,36.0,2.0,0.0,333,153,41.0,8.0,0.0
6,7,NW,,DTW,True,True,9,222,140,57.0,3.0,0.0,228,152,67.0,8.0,5.0
8,2,UA,,MSN,False,False,15,267,173,62.0,4.0,0.0,244,181,67.0,5.0,0.0
4,7,AA,,OAK,False,False,9,100,157,52.0,8.0,0.0,178,9999,36.0,7.0,
10,3,MQ,34.0,TOL,False,False,20,217,266,26.0,2.0,0.0,200,278,26.0,0.0,0.0
12,3,AA,49.0,RST,False,True,8,-61,190,0.0,4.0,0.0,-11,143,62.0,8.0,0.0
9,2,DL,,CVG,False,False,16,256,200,36.0,8.0,0.0,267,215,21.0,6.0,0.0
8,4,UA,,MSY,False,False,11,267,154,36.0,7.0,0.0,356,173,52.0,2.0,0.0
5,4,AA,90.0,ALB,False,False,16,167,234,46.0,0.0,0.0,194,205,31.0,8.0,0.0
10,3,NW,49.0,DTW,False,False,7,22,264,36.0,4.0,0.0,50,205,88.0,4.0,0.0
8,6,US,,PHL,False,False,11,250,173,36.0,6.0,0.0,250,179,46.0,8.0,0.0
2,2,UA,129.0,DFW,False,False,17,-6,19,72.0,7.0,0.0,183,160,36.0,7.0,0.0
1,4,AA,99.0,PVD,True,False,0,-72,155,21.0,6.0,0.0,-83,23,93.0,8.0,0.0
12,3,UA,,BOS,False,False,14,44,221,41.0,2.0,0.0,61,195,72.0,2.0,0.0
8,3,OO,28.0,FWA,False,False,21,256,114,51.0,4.0,0.0,239,107,21.0,7.0,0.0
1,2,MQ,88.0,BWI,True,True,19,-90,9999,93.0,8.0,0.0,39,114,67.0,2.0,0.0
7,1,UA,77.0,GSO,False,False,14,289,149,46.0,,0.0,328,111,0.0,,0.0
12,3,UA,,CMH,False,False,8,17,219,31.0,7.0,0.0,61,250,41.0,8.0,
12,3,UA,34.0,CID,False,False,12,-78,269,52.0,2.0,0.0,-130,292,36.0,0.0,
8,5,OO,120.0,IAH,True,True,20,250,198,46.0,2.0,0.0,239,144,0.0,7.0,127.0
6,4,AA,220.0,LAX,False,False,18,178,90,36.0,7.0,0.0,200,132,62.0,4.0,0.0
3,5,MQ,100.0,ICT,True,True,15,39,303,36.0,4.0,0.0,111,238,51.0,8.0,0.0
7,6,MQ,79.0,GSP,True,True,14,278,186,52.0,4.0,0.0,300,174,0.0,0.0,0.0
3,1,MQ,23.0,AZO,False,True,19,56,197,41.0,8.0,0.0,100,220,31.0,7.0,0.0
2,4,AA,211.0,TUS,False,True,12,133,97,46.0,8.0,0.0,78,129,0.0,8.0,13.0
11,4,AA,,TUL,False,False,15,6,175,57.0,8.0,0.0,0,270,26.0,8.0,0.0
4,3,AA,132.0,IAH,False,False,15,22,315,62.0,2.0,0.0,239,185,46.0,4.0,0.0
8,1,AA,164.0,SLC,False,False,9,261,150,57.0,4.0,0.0,294,160,26.0,7.0,0.0
10,7,UA,,LGA,False,False,8,44,252,36.0,0.0,0.0,100,183,57.0,0.0,0.0
10,5,DH,36.0,IND,False,False,15,239,158,52.0,2.0,0.0,228,157,31.0,7.0,0.0
12,6,MQ,36.0,FNT,True,True,10,-11,219,46.0,8.0,0.0,-44,254,62.0,8.0,0.0
9,5,UA,,MSN,False,False,7,161,226,46.0,3.0,0.0,161,189,57.0,8.0,0.0
12,6,AA,,LGA,False,False,9,89,161,72.0,8.0,0.0,156,254,41.0,6.0,0.0
8,5,AA,209.0,LAX,True,True,19,206,116,57.0,7.0,30.0,228,159,72.0,4.0,0.0
6,3,CO,121.0,IAH,False,False,6,106,132,21.0,2.0,0.0,256,122,41.0,7.0,0.0
6,2,UA,122.0,MCO,False,False,11,161,128,36.0,,0.0,306,180,41.0,2.0,0.0
4,4,UA,,JAN,False,False,13,50,114,57.0,8.0,0.0,289,84,41.0,7.0,0.0
6,1,AA,61.0,MSP,False,False,20,100,179,67.0,8.0,0.0,178,170,72.0,8.0,0.0
2,6,AA,183.0,SAT,False,True,12,-156,198,93.0,2.0,0.0,194,102,62.0,7.0,0.0
6,4,PI,,GSO,False,False,10,161,218,62.0,0.0,0.0,211,56,52.0,8.0,0.0
8,4,AA,,SYR,False,True,16,239,128,62.0,8.0,38.0,200,145,26.0,5.0,0.0
10,3,UA,69.0,ROC,False,False,13,122,215,62.0,,0.0,133,165,46.0,7.0,0.0
7,5,UA,45.0,CLE,False,False,17,244,164,52.0,7.0,0.0,228,192,0.0,,0.0
3,1,AA,51.0,CLE,False,False,14,89,9948,108.0,8.0,3.0,217,9976,113.0,8.0,0.0
12,4,AA,,LAX,True,True,12,-228,363,72.0,0.0,0.0,172,218,36.0,6.0,0.0
12,5,US,,BWI,False,False,7,-33,298,46.0,5.0,0.0,28,320,46.0,1.0,0.0
11,2,NW,65.0,MEM,False,False,17,11,129,36.0,2.0,0.0,83,168,36.0,4.0,0.0
6,7,UA,55.0,MSP,False,False,14,300,123,46.0,7.0,0.0,256,115,46.0,4.0,0.0
9,6,MQ,46.0,CMH,False,False,18,172,194,72.0,8.0,0.0,267,167,36.0,4.0,0.0
7,2,UA,79.0,DCA,False,False,10,256,189,36.0,4.0,0.0,256,216,31.0,,0.0
7,3,UA,107.0,DFW,False,False,15,294,155,72.0,2.0,0.0,344,126,77.0,4.0,0.0
12,1,UA,88.0,ATL,True,False,17,-50,208,46.0,4.0,0.0,33,287,57.0,0.0,0.0
6,5,UA,52.0,MSP,False,False,8,150,103,52.0,8.0,0.0,194,129,46.0,7.0,0.0
1,7,AA,264.0,SJC,False,True,8,17,42,61.0,7.0,0.0,117,270,20.0,2.0,0.0
5,3,UA,,PHL,False,False,11,256,58,98.0,7.0,0.0,206,58,67.0,8.0,0.0
2,2,AA,95.0,LGA,False,False,15,67,78,52.0,8.0,0.0,72,235,52.0,7.0,0.0
6,5,AA,,EWR,False,False,7,106,138,52.0,8.0,0.0,156,119,36.0,8.0,0.0
3,6,UA,254.0,SFO,False,False,19,44,273,57.0,8.0,0.0,117,148,62.0,7.0,0.0
8,4,DL,,ATL,False,False,19,306,181,15.0,8.0,0.0,233,194,46.0,8.0,0.0
11,7,AA,135.0,MCO,False,False,12,89,122,72.0,8.0,0.0,283,187,41.0,7.0,0.0
3,6,AA,75.0,DCA,False,False,16,50,165,41.0,8.0,0.0,92,98,103.0,2.0,0.0
12,1,AA,66.0,MSP,True,True,20,28,297,57.0,2.0,0.0,-22,334,57.0,2.0,0.0
8,6,MQ,108.0,HPN,False,False,15,261,112,46.0,7.0,0.0,239,102,0.0,7.0,0.0
3,1,AA,,MIA,True,True,12,17,275,67.0,8.0,0.0,250,211,62.0,5.0,0.0
7,5,UA,213.0,LAX,True,True,12,206,157,62.0,8.0,0.0,231,146,62.0,,0.0
8,2,NW,,MEM,False,False,12,322,95,77.0,8.0,0.0,367,133,36.0,0.0,0.0
10,6,UA,234.0,SFO,False,False,12,61,315,26.0,2.0,0.0,178,164,62.0,8.0,0.0
2,6,OO,50.0,DTW,False,True,11,-39,180,51.0,8.0,0.0,-17,205,51.0,8.0,0.0
10,4,US,82.0,CLT,False,False,16,206,193,72.0,2.0,0.0,264,252,26.0,3.0,0.0
9,7,UA,,OKC,True,True,13,239,202,15.0,2.0,0.0,289,164,67.0,0.0,0.0
3,7,UA,192.0,LAS,True,True,20,0,205,93.0,8.0,0.0,161,86,46.0,7.0,0.0
10,1,AA,,EWR,False,False,10,156,165,77.0,8.0,0.0,206,158,72.0,3.0,0.0
3,6,CO,,IAH,False,False,17,72,59,113.0,7.0,0.0,233,184,46.0,2.0,0.0
2,6,AA,115.0,DFW,False,False,7,-94,251,15.0,7.0,0.0,61,195,31.0,8.0,0.0
10,1,AA,,MSP,True,True,22,56,93,113.0,8.0,25.0,89,151,41.0,3.0,0.0
3,1,MQ,50.0,LSE,False,False,20,17,196,36.0,8.0,0.0,-22,219,51.0,8.0,0.0
1,3,AA,145.0,SAT,True,True,15,-61,276,82.0,7.0,0.0,178,153,46.0,7.0,0.0
6,6,DL,42.0,CVG,False,False,20,161,223,41.0,2.0,0.0,217,195,36.0,2.0,0.0
8,3,AA,75.0,MSP,False,True,9,250,182,46.0,4.0,0.0,194,120,52.0,8.0,36.0
2,6,UA,,SDF,False,False,6,-11,48,98.0,8.0,0.0,22,92,103.0,4.0,0.0
12,6,UA,,SAT,False,True,10,-28,173,103.0,1.0,0.0,139,317,57.0,6.0,0.0
7,4,DL,175.0,SLC,False,False,15,261,176,62.0,4.0,0.0,317,139,46.0,2.0,0.0
10,1,YV,109.0,OKC,True,True,17,100,99,57.0,8.0,15.0,222,9969,21.0,7.0,0.0
8,3,AA,,SEA,False,False,20,289,145,31.0,0.0,0.0,278,139,62.0,0.0,0.0
3,5,UA,90.0,PHL,True,True,14,28,180,72.0,8.0,0.0,83,157,26.0,8.0,0.0
7,4,AA,,MCI,False,False,15,294,144,57.0,6.0,0.0,339,93,52.0,7.0,0.0
7,6,UA,,CMH,False,False,14,344,140,41.0,5.0,0.0,372,140,41.0,4.0,
10,3,AA,44.0,STL,False,False,16,283,149,51.0,4.0,0.0,289,152,36.0,4.0,0.0
4,2,UA,,SFO,False,False,22,183,213,88.0,8.0,0.0,117,191,52.0,0.0,0.0
8,6,AA,,SYR,False,False,13,250,145,67.0,0.0,0.0,178,116,46.0,8.0,0.0
11,4,UA,50.0,DTW,False,False,19,-50,324,21.0,2.0,0.0,-33,308,51.0,8.0,0.0
12,3,AA,58.0,MSP,True,True,22,-50,136,46.0,7.0,0.0,-83,123,36.0,8.0,0.0
11,3,UA,,MKE,False,False,22,-22,218,82.0,0.0,0.0,-28,171,118.0,0.0,0.0
12,6,AA,246.0,SJC,False,True,15,-33,239,41.0,8.0,0.0,144,169,0.0,8.0,
12,5,AA,,HNL,False,True,9,17,163,0.0,0.0,0.0,267,129,41.0,8.0,0.0
6,7,MQ,28.0,GRR,False,False,22,244,154,46.0,0.0,0.0,244,145,36.0,2.0,0.0
7,3,US,,PHL,False,False,19,178,179,52.0,8.0,0.0,250,213,36.0,8.0,0.0
10,3,US,82.0,BWI,True,False,12,133,177,41.0,,0.0,156,181,41.0,2.0,0.0
1,1,UA,55.0,STL,True,True,8,-122,191,72.0,0.0,0.0,-78,248,57.0,7.0,0.0
11,1,AA,111.0,DFW,False,False,19,-17,312,31.0,2.0,0.0,222,223,46.0,2.0,0.0
9,3,AA,,MCI,False,False,22,233,142,67.0,0.0,0.0,278,63,82.0,5.0,0.0
8,3,UA,109.0,BOS,False,False,19,233,227,52.0,4.0,0.0,178,285,52.0,8.0,0.0
9,4,UA,,ABE,False,False,14,144,241,46.0,8.0,0.0,144,234,46.0,8.0,3.0
6,2,AA,244.0,PDX,True,True,15,228,118,15.0,4.0,0.0,239,175,15.0,7.0,0.0
9,2,UA,,BDL,True,True,14,161,135,88.0,8.0,0.0,239,147,67.0,8.0,0.0
8,1,AA,89.0,OKC,False,False,22,306,203,31.0,0.0,0.0,339,165,67.0,,0.0
10,3,UA,88.0,EWR,False,False,8,200,161,26.0,8.0,0.0,278,163,41.0,2.0,0.0
11,6,UA,59.0,MCI,False,False,16,189,130,36.0,7.0,0.0,178,107,57.0,8.0,0.0
2,2,UA,238.0,SFO,False,False,21,-67,194,67.0,0.0,0.0,144,226,0.0,0.0,0.0
6,5,AA,200.0,LAS,True,True,19,294,83,46.0,,0.0,361,7,113.0,,0.0
7,7,MQ,94.0,BWI,True,True,16,289,157,51.0,2.0,0.0,233,133,0.0,8.0,0.0
8,3,UA,,CMH,False,False,6,267,196,15.0,2.0,0.0,256,225,15.0,2.0,
1,1,XE,96.0,EWR,False,False,18,22,104,57.0,7.0,0.0,72,63,113.0,0.0,0.0
1,7,AA,33.0,IND,False,False,10,61,232,41.0,8.0,0.0,139,246,46.0,8.0,3.0
4,7,OO,39.0,TVC,True,True,19,167,108,51.0,7.0,0.0,172,131,46.0,7.0,0.0
7,2,UA,,OMA,True,True,10,250,186,31.0,7.0,0.0,233,155,31.0,8.0,
7,7,UA,,OMA,False,False,10,217,137,15.0,6.0,0.0,167,104,36.0,8.0,
4,7,AA,,ATL,False,False,10,217,109,26.0,8.0,0.0,272,138,41.0,7.0,0.0
9,2,UA,,BOS,False,False,11,250,200,57.0,7.0,0.0,267,127,93.0,8.0,0.0
2,1,UA,,EWR,False,False,20,-50,127,36.0,6.0,0.0,33,122,36.0,6.0,0.0
9,1,AA,,RDU,False,False,20,144,276,41.0,8.0,0.0,200,222,31.0,0.0,0.0
2,4,UA,152.0,FLL,True,False,19,28,200,77.0,4.0,0.0,256,165,31.0,2.0,0.0
1,3,MQ,61.0,SGF,True,True,20,-89,398,57.0,0.0,0.0,-56,445,21.0,0.0,0.0
5,4,OO,57.0,CLE,False,False,18,156,263,77.0,0.0,0.0,100,240,36.0,7.0,0.0
11,2,UA,226.0,LAS,True,True,15,133,103,41.0,8.0,0.0,194,189,31.0,4.0,0.0
1,6,DL,,ATL,False,False,6,-89,278,41.0,0.0,0.0,-17,292,52.0,0.0,0.0
6,7,AA,219.0,LAX,False,False,15,261,174,51.0,7.0,0.0,178,109,51.0,7.0,0.0
9,5,UA,,ORF,False,True,20,261,153,31.0,8.0,0.0,228,220,52.0,6.0,0.0
9,5,UA,,LAX,False,False,22,222,155,93.0,6.0,0.0,217,147,0.0,0.0,0.0
3,3,DL,54.0,CVG,False,False,18,17,201,57.0,7.0,0.0,144,205,46.0,4.0,0.0
6,5,UA,,CLE,True,True,17,150,131,62.0,8.0,0.0,233,75,31.0,8.0,0.0
8,3,YV,40.0,CAK,True,True,9,217,176,61.0,7.0,0.0,200,154,41.0,8.0,0.0
12,3,UA,46.0,DTW,True,True,21,22,42,62.0,8.0,0.0,44,40,134.0,8.0,0.0
9,1,CO,53.0,CLE,False,False,6,78,171,0.0,5.0,0.0,94,193,26.0,8.0,0.0
12,3,UA,102.0,PVD,True,False,21,11,224,36.0,7.0,0.0,39,226,21.0,8.0,0.0
3,3,UA,80.0,BWI,False,False,8,-6,199,41.0,8.0,0.0,78,213,26.0,8.0,3.0
1,5,AA,57.0,MSP,True,True,16,-67,161,46.0,8.0,0.0,-139,241,31.0,2.0,0.0
2,2,AA,222.0,LAX,True,False,7,-44,120,57.0,8.0,3.0,250,208,31.0,4.0,0.0
3,2,AA,95.0,EWR,False,False,22,28,260,36.0,2.0,0.0,-33,210,41.0,0.0,0.0
7,3,AA,266.0,SJU,False,False,7,239,136,0.0,0.0,0.0,306,158,98.0,4.0,
6,1,AA,85.0,RDU,True,True,7,167,108,26.0,8.0,0.0,228,180,36.0,7.0,0.0
4,2,NW,,DTW,False,False,11,78,247,62.0,8.0,0.0,44,255,57.0,8.0,0.0
5,3,NW,,MSP,False,False,20,122,132,67.0,8.0,0.0,133,144,31.0,8.0,0.0
5,2,UA,,IAD,False,True,17,139,195,82.0,0.0,0.0,161,105,67.0,8.0,
12,5,YV,109.0,CLT,True,True,18,67,58,108.0,8.0,0.0,161,143,21.0,8.0,0.0
3,1,UA,111.0,MSY,False,False,10,83,114,31.0,8.0,0.0,167,173,31.0,4.0,0.0
9,1,DL,96.0,ATL,True,True,17,128,193,36.0,7.0,0.0,228,76,67.0,7.0,0.0
12,2,UA,97.0,EWR,False,False,10,-106,255,36.0,8.0,0.0,17,168,72.0,7.0,0.0
10,7,OO,43.0,CLE,True,False,21,183,201,26.0,7.0,0.0,167,234,26.0,0.0,0.0
2,3,AA,,ELP,False,False,18,72,154,103.0,2.0,0.0,133,212,15.0,0.0,0.0
8,2,MQ,46.0,CMH,False,False,21,256,214,57.0,2.0,0.0,272,184,57.0,7.0,0.0
4,3,AA,104.0,LGA,False,False,8,111,199,41.0,4.0,0.0,161,188,41.0,7.0,0.0
10,3,MQ,47.0,CVG,False,False,15,144,151,67.0,7.0,0.0,172,111,62.0,7.0,0.0
4,5,UA,59.0,MCI,False,False,20,61,67,67.0,8.0,3.0,122,151,118.0,7.0,0.0
4,1,UA,,OKC,False,False,22,106,184,108.0,3.0,0.0,144,170,108.0,6.0,0.0
11,4,UA,,LGA,True,True,19,94,143,77.0,8.0,0.0,122,281,93.0,8.0,0.0
9,3,UA,,LGA,False,True,11,289,171,62.0,2.0,0.0,233,145,62.0,8.0,0.0
7,6,US,,PHL,False,False,6,167,163,41.0,7.0,0.0,222,142,36.0,8.0,0.0
4,5,UA,84.0,BWI,False,False,16,267,10,51.0,4.0,0.0,233,45,41.0,7.0,0.0
7,6,AA,124.0,IAH,False,False,12,306,133,46.0,2.0,0.0,322,142,15.0,4.0,0.0
1,3,AA,,STL,False,True,15,-44,285,72.0,8.0,0.0,11,182,62.0,8.0,0.0
9,6,UA,245.0,SFO,False,False,18,289,124,46.0,4.0,0.0,217,144,82.0,4.0,0.0
12,1,UA,,PHX,False,False,16,6,233,62.0,3.0,0.0,206,163,15.0,,0.0
4,4,UA,,MSN,False,False,6,0,165,21.0,2.0,0.0,0,165,0.0,3.0,0.0
1,1,UA,,BOS,False,False,20,44,160,82.0,8.0,0.0,33,152,77.0,3.0,0.0
3,2,OO,41.0,STL,False,False,11,-44,106,93.0,7.0,0.0,-11,193,67.0,6.0,0.0
11,7,MQ,88.0,ICT,False,False,12,89,117,72.0,4.0,0.0,222,150,57.0,0.0,0.0
8,6,AA,74.0,MDT,True,False,21,211,79,46.0,8.0,0.0,270,167,36.0,1.0,0.0
11,7,MQ,70.0,LIT,True,True,21,111,211,52.0,7.0,0.0,244,188,0.0,2.0,0.0
9,4,UA,,BOS,False,False,6,89,208,0.0,1.0,0.0,167,105,113.0,1.0,0.0
5,4,OO,29.0,LAN,True,False,21,222,9984,51.0,7.0,0.0,206,9997,61.0,8.0,0.0
2,2,AA,60.0,BNA,False,False,12,28,47,62.0,8.0,0.0,111,117,26.0,8.0,0.0
5,3,MQ,56.0,PIT,True,True,16,89,212,93.0,8.0,0.0,256,154,41.0,7.0,0.0
12,5,UA,,SAN,False,False,12,-50,183,113.0,0.0,0.0,194,169,31.0,8.0,0.0
1,4,UA,,OGG,False,False,11,-11,234,77.0,7.0,0.0,267,145,41.0,6.0,0.0
8,3,AA,96.0,ALB,False,False,0,244,138,26.0,2.0,0.0,156,228,0.0,,0.0
6,7,MQ,118.0,PVD,False,True,14,239,102,31.0,8.0,0.0,294,145,61.0,2.0,0.0
1,3,MQ,66.0,CHA,True,True,14,-33,173,57.0,8.0,0.0,28,261,15.0,0.0,0.0
10,6,AA,95.0,LGA,False,False,13,244,140,46.0,7.0,0.0,194,185,62.0,7.0,0.0
12,4,AA,,SJC,True,False,9,-122,316,26.0,2.0,0.0,83,9999,15.0,8.0,
6,2,UA,96.0,BDL,False,False,9,222,197,52.0,7.0,0.0,311,105,41.0,7.0,0.0
12,6,UA,,ATL,True,True,15,6,263,31.0,5.0,0.0,39,179,62.0,0.0,0.0
11,6,UA,71.0,ROC,False,False,7,-33,56,113.0,8.0,0.0,33,9924,67.0,7.0,0.0
11,5,CO,88.0,EWR,True,True,7,-22,157,57.0,8.0,0.0,106,66,62.0,7.0,0.0
8,3,AA,66.0,MSP,False,False,0,244,138,26.0,2.0,0.0,256,58,31.0,8.0,0.0
5,2,MQ,103.0,RIC,False,False,21,294,162,62.0,4.0,0.0,217,264,62.0,2.0,0.0
3,1,UA,65.0,MDT,True,True,18,128,103,62.0,2.0,0.0,110,143,67.0,0.0,0.0
1,2,MQ,86.0,SGF,False,True,11,128,39,51.0,8.0,0.0,50,103,72.0,8.0,0.0
10,1,AA,,LGA,False,False,15,172,78,77.0,3.0,0.0,156,71,67.0,7.0,0.0
5,2,UA,,IND,False,False,17,172,100,26.0,6.0,0.0,183,117,41.0,8.0,0.0
3,1,XE,51.0,CLE,False,False,18,211,50,26.0,,0.0,150,84,41.0,8.0,0.0
10,4,UA,55.0,CLE,False,False,7,44,162,36.0,8.0,0.0,56,162,31.0,8.0,0.0
4,3,UA,88.0,LGA,False,False,10,161,146,62.0,,0.0,122,124,93.0,0.0,0.0
7,2,UA,,SFO,True,False,9,317,231,15.0,0.0,0.0,194,166,77.0,6.0,0.0
7,7,AA,198.0,PHX,False,False,15,311,196,41.0,7.0,0.0,383,86,51.0,7.0,0.0
2,5,UA,79.0,IAD,True,True,17,6,9995,134.0,8.0,3.0,200,79,88.0,8.0,
3,4,UA,,PHX,False,False,15,39,69,62.0,8.0,0.0,289,74,0.0,,0.0
4,5,CO,133.0,EWR,False,False,16,183,223,51.0,7.0,0.0,133,235,36.0,0.0,0.0
4,3,AA,242.0,SJC,False,False,17,172,138,46.0,0.0,0.0,200,117,46.0,2.0,0.0
